proteinA,proteinB
id_5050,id_6148
id_6377,id_6389
id_344,id_1205
id_531,id_1706
id_3491,id_4212
id_4982,id_5908
id_3477,id_3754
id_5002,id_5572
id_212,id_1416
id_3438,id_4127
id_3436,id_4202
id_558,id_2199
id_1083,id_1476
id_484,id_6560
id_1706,id_2783
id_5326,id_5524
id_587,id_880
id_587,id_1069
id_2228,id_6420
id_1544,id_4939
id_5399,id_5449
id_1568,id_1761
id_484,id_6649
id_2618,id_2981
id_2022,id_4782
id_635,id_1765
id_636,id_2196
id_634,id_1765
id_588,id_2247
id_2176,id_2893
id_716,id_3630
id_702,id_3490
id_5029,id_5815
id_2023,id_4807
id_878,id_1154
id_1765,id_6214
id_588,id_3630
id_2189,id_2264
id_5029,id_5425
id_4792,id_5815
id_555,id_4516
id_551,id_4939
id_5064,id_6407
id_362,id_6646
id_5078,id_6302
id_149,id_6415
id_1848,id_3057
id_646,id_2135
id_694,id_4976
id_3392,id_4720
id_1761,id_4921
id_588,id_3640
id_588,id_3691
id_3301,id_4174
id_1761,id_4697
id_1761,id_4593
id_5273,id_5325
id_4505,id_6134
id_4867,id_5449
id_4863,id_5448
id_1761,id_4669
id_1581,id_6493
id_555,id_3475
id_4584,id_5847
id_2079,id_4565
id_1761,id_6430
id_1761,id_6079
id_2152,id_3713
id_1506,id_3011
id_523,id_3342
id_2103,id_5030
id_1800,id_3734
id_1800,id_3371
id_4702,id_6661
id_2247,id_2626
id_1069,id_1499
id_1069,id_1180
id_1069,id_1243
id_1848,id_6079
id_33,id_4732
id_555,id_5029
id_573,id_1204
id_5257,id_5448
id_1848,id_6430
id_245,id_1180
id_251,id_1014
id_251,id_1329
id_3286,id_4321
id_1761,id_3057
id_3342,id_6673
id_3311,id_5186
id_3390,id_4939
id_4732,id_6571
id_1761,id_5032
id_1761,id_4897
id_3201,id_4174
id_880,id_1243
id_880,id_1499
id_880,id_1180
id_436,id_6604
id_310,id_5018
id_310,id_4980
id_310,id_4584
id_1761,id_4983
id_5207,id_5449
id_4922,id_5874
id_4922,id_5392
id_1769,id_5197
id_4921,id_5647
id_190,id_4645
id_5213,id_5576
id_1769,id_4644
id_2189,id_4670
id_64,id_1879
id_33,id_3720
id_480,id_754
id_480,id_4792
id_2378,id_2691
id_3462,id_4623
id_1164,id_1408
id_2199,id_5132
id_2199,id_4573
id_1799,id_2483
id_555,id_6134
id_70,id_6412
id_5213,id_5902
id_723,id_6487
id_5207,id_5273
id_387,id_3169
id_69,id_4669
id_3516,id_4939
id_5159,id_6302
id_5130,id_6423
id_5159,id_6071
id_4939,id_5268
id_5197,id_5712
id_70,id_1221
id_3366,id_4785
id_2226,id_4792
id_2226,id_5029
id_1714,id_6539
id_930,id_1083
id_3342,id_4732
id_3348,id_4939
id_327,id_930
id_327,id_1476
id_1782,id_4792
id_3630,id_5029
id_3630,id_4516
id_310,id_754
id_310,id_1499
id_310,id_1180
id_310,id_1243
id_4820,id_6377
id_2243,id_5019
id_4549,id_5449
id_5067,id_5455
id_4974,id_5902
id_4974,id_5576
id_69,id_6322
id_1848,id_2551
id_470,id_6243
id_2685,id_2691
id_2103,id_6075
id_5019,id_5609
id_5019,id_5592
id_74,id_6514
id_64,id_1479
id_64,id_177
id_60,id_230
id_5029,id_5907
id_588,id_5130
id_588,id_5197
id_588,id_5201
id_1513,id_1848
id_1513,id_1761
id_1513,id_5213
id_5029,id_5317
id_6319,id_6649
id_5029,id_5201
id_1542,id_4939
id_1542,id_5213
id_1542,id_4974
id_6295,id_6520
id_3116,id_3530
id_3116,id_4974
id_555,id_6399
id_555,id_6377
id_1568,id_1690
id_3691,id_4645
id_3691,id_5213
id_3691,id_4526
id_3691,id_4974
id_599,id_5013
id_6058,id_6649
id_2226,id_6649
id_230,id_3563
id_3010,id_3866
id_3010,id_3530
id_1712,id_1848
id_1706,id_6319
id_1706,id_1829
id_5201,id_6007
id_327,id_555
id_327,id_4734
id_3524,id_3581
id_2716,id_2796
id_2670,id_2964
id_245,id_3630
id_4526,id_5213
id_310,id_3563
id_310,id_362
id_4545,id_4939
id_4545,id_5213
id_1630,id_1743
id_178,id_3146
id_245,id_555
id_245,id_587
id_242,id_432
id_2796,id_2947
id_4505,id_4669
id_2247,id_5017
id_1596,id_3563
id_1596,id_1848
id_1596,id_1761
id_1596,id_1706
id_1596,id_1690
id_230,id_3530
id_190,id_480
id_190,id_484
id_190,id_3240
id_2235,id_4965
id_4526,id_5130
id_4526,id_4939
id_4526,id_4734
id_6185,id_6406
id_1008,id_1069
id_5197,id_5213
id_1706,id_6389
id_1706,id_6079
id_4669,id_4974
id_2518,id_2626
id_2518,id_2631
id_1706,id_2226
id_1706,id_2152
id_177,id_747
id_177,id_347
id_1650,id_3392
id_3062,id_3433
id_3062,id_3450
id_245,id_6007
id_245,id_386
id_3630,id_5130
id_310,id_1373
id_310,id_573
id_310,id_1008
id_178,id_3563
id_1642,id_2089
id_1642,id_3420
id_3057,id_3563
id_3057,id_4408
id_2229,id_4754
id_2229,id_4710
id_1642,id_3475
id_4545,id_4974
id_4697,id_5213
id_3630,id_4645
id_3630,id_4505
id_2551,id_2716
id_327,id_1423
id_1706,id_6252
id_1706,id_1807
id_1706,id_2017
id_327,id_3691
id_3630,id_5017
id_3063,id_4040
id_3063,id_4119
id_938,id_1181
id_328,id_4575
id_3530,id_5019
id_3530,id_5228
id_3530,id_4643
id_3530,id_4687
id_3530,id_3630
id_997,id_1181
id_5201,id_5213
id_1712,id_1761
id_1642,id_2247
id_1642,id_2226
id_1677,id_3264
id_243,id_6270
id_4734,id_5228
id_4734,id_4922
id_4718,id_4939
id_1706,id_1869
id_1706,id_6514
id_1706,id_2151
id_1706,id_1899
id_1706,id_1930
id_1545,id_3563
id_327,id_3563
id_4561,id_5160
id_5213,id_6319
id_5213,id_6514
id_362,id_4644
id_3530,id_3664
id_3530,id_3640
id_3342,id_3383
id_3342,id_5142
id_3342,id_3484
id_3342,id_4964
id_3342,id_3668
id_3286,id_3465
id_2226,id_4974
id_3291,id_6557
id_74,id_3691
id_4791,id_5201
id_2222,id_4791
id_4792,id_5201
id_3097,id_3866
id_3097,id_3563
id_922,id_1205
id_1746,id_6007
id_5213,id_6399
id_5213,id_6134
id_4687,id_4734
id_4687,id_4974
id_4687,id_5213
id_327,id_1103
id_6146,id_6356
id_389,id_3291
id_386,id_3240
id_480,id_1181
id_3146,id_4473
id_5213,id_6430
id_5213,id_6534
id_74,id_367
id_74,id_3610
id_3116,id_3563
id_4788,id_5159
id_74,id_486
id_74,id_178
id_3330,id_3581
id_3128,id_3760
id_4782,id_6378
id_6252,id_6649
id_3116,id_3814
id_1690,id_3097
id_1690,id_1706
id_2199,id_4669
id_3146,id_4478
id_367,id_3563
id_367,id_3146
id_364,id_3462
id_1545,id_3630
id_2428,id_2716
id_4575,id_4696
id_4575,id_4686
id_4575,id_5151
id_475,id_6649
id_480,id_1180
id_3146,id_3691
id_3146,id_4129
id_6254,id_6534
id_5213,id_6079
id_907,id_1389
id_439,id_6406
id_367,id_4939
id_367,id_5213
id_367,id_4974
id_448,id_6013
id_447,id_702
id_3307,id_6332
id_3116,id_3866
id_64,id_3383
id_1706,id_3116
id_1706,id_3563
id_237,id_6209
id_476,id_749
id_3184,id_6007
id_3184,id_3563
id_432,id_3705
id_4584,id_4645
id_406,id_3362
id_3383,id_3684
id_3146,id_3610
id_10,id_3452
id_3184,id_4408
id_3184,id_3866
id_2191,id_4871
id_1706,id_3691
id_1706,id_1782
id_1706,id_3010
id_4754,id_6674
id_1706,id_3664
id_1706,id_3097
id_2271,id_2844
id_1542,id_1706
id_1542,id_3530
id_2367,id_2399
id_4593,id_5213
id_4586,id_5213
id_4586,id_4974
id_4586,id_4734
id_1706,id_3610
id_2160,id_2247
id_1706,id_3484
id_6263,id_6423
id_2160,id_4891
id_3196,id_3936
id_3190,id_3767
id_2160,id_2226
id_3383,id_4980
id_3383,id_4625
id_3383,id_5133
id_3383,id_3420
id_2428,id_2947
id_2271,id_2626
id_880,id_1149
id_5215,id_6378
id_386,id_5018
id_4891,id_6292
id_439,id_3383
id_439,id_3484
id_4644,id_5108
id_4643,id_4974
id_4643,id_5213
id_1026,id_1278
id_439,id_1479
id_6079,id_6649
id_5213,id_6058
id_5213,id_6252
id_5213,id_5228
id_3342,id_6406
id_3201,id_4122
id_3327,id_6357
id_2089,id_2160
id_4734,id_6604
id_4734,id_6263
id_6263,id_6649
id_2152,id_4939
id_2152,id_5130
id_2152,id_5213
id_4669,id_5213
id_4669,id_4939
id_1761,id_3184
id_1761,id_3688
id_1761,id_2199
id_1761,id_3463
id_2152,id_4974
id_4734,id_6254
id_3264,id_3889
id_3243,id_4075
id_2151,id_4939
id_2151,id_4974
id_2151,id_5213
id_1951,id_2057
id_1951,id_2074
id_1761,id_3097
id_1930,id_2191
id_1879,id_2057
id_1879,id_2103
id_2314,id_2716
id_2281,id_2730
id_2267,id_2518
id_4625,id_5142
id_2267,id_2716
id_2267,id_2625
id_475,id_3530
id_475,id_3563
id_2253,id_2271
id_4643,id_4939
id_2247,id_2281
id_1761,id_2017
id_1761,id_1807
id_1848,id_2199
id_1848,id_2017
id_1807,id_1848
id_1763,id_3294
id_3310,id_4575
id_1761,id_3610
id_4897,id_5213
id_230,id_6649
id_1769,id_2199
id_1769,id_3463
id_6292,id_6306
id_6293,id_6455
id_4669,id_5130
id_4645,id_4734
id_4645,id_4669
id_486,id_3563
id_486,id_3146
id_2259,id_2631
id_484,id_6534
id_1069,id_1373
id_1069,id_1150
id_5187,id_6434
id_251,id_770
id_4897,id_4974
id_4897,id_4939
id_2087,id_4939
id_2103,id_4582
id_2103,id_4670
id_2119,id_4891
id_484,id_3630
id_484,id_3563
id_480,id_3342
id_733,id_5142
id_4710,id_6674
id_1761,id_6377
id_1761,id_6514
id_1782,id_3342
id_1780,id_3342
id_1780,id_3684
id_3383,id_6306
id_3383,id_6185
id_3383,id_6361
id_2087,id_5213
id_1511,id_3383
id_3146,id_6514
id_880,id_1008
id_880,id_1373
id_3301,id_4122
id_3301,id_3905
id_1799,id_3691
id_1799,id_3484
id_1797,id_3175
id_555,id_3184
id_555,id_3477
id_555,id_3530
id_1761,id_6254
id_1761,id_6319
id_1761,id_6252
id_879,id_1313
id_496,id_3291
id_2226,id_2716
id_2226,id_2281
id_3146,id_6252
id_1807,id_3563
id_2235,id_2544
id_4897,id_6120
id_4897,id_6649
id_588,id_3463
id_588,id_3057
id_568,id_3713
id_555,id_3062
id_555,id_3057
id_245,id_1103
id_245,id_930
id_245,id_1476
id_3323,id_4069
id_2061,id_4625
id_2061,id_4980
id_2061,id_5133
id_3342,id_4170
id_3342,id_4286
id_3342,id_3869
id_3342,id_4373
id_1848,id_3688
id_1848,id_3463
id_1848,id_3184
id_1829,id_3530
id_1829,id_3563
id_4921,id_4939
id_4902,id_5002
id_3640,id_5213
id_3640,id_5017
id_3640,id_4939
id_245,id_1205
id_245,id_1313
id_2056,id_4925
id_733,id_1780
id_733,id_2061
id_718,id_2235
id_1848,id_3097
id_555,id_3463
id_588,id_3184
id_6514,id_6649
id_1761,id_6573
id_3383,id_4219
id_1848,id_3610
id_3420,id_6292
id_683,id_2061
id_683,id_1780
id_641,id_1786
id_3383,id_4255
id_245,id_1422
id_691,id_3698
id_6430,id_6649
id_879,id_1181
id_5228,id_6649
id_395,id_4710
id_395,id_4754
id_2199,id_2631
id_2160,id_2730
id_2152,id_2716
id_2152,id_2947
id_6120,id_6514
id_6120,id_6252
id_587,id_1545
id_587,id_1884
id_3383,id_4458
id_3420,id_4170
id_3413,id_4365
id_4687,id_6423
id_2176,id_2484
id_683,id_3383
id_2191,id_2260
id_2191,id_2969
id_4921,id_4974
id_4921,id_5213
id_716,id_3563
id_486,id_6649
id_486,id_6120
id_310,id_4939
id_3286,id_4720
id_1869,id_3530
id_1869,id_3563
id_4687,id_6649
id_2022,id_4956
id_3420,id_4086
id_3420,id_3869
id_588,id_2199
id_588,id_1706
id_588,id_2087
id_2017,id_4939
id_555,id_1513
id_555,id_2199
id_555,id_2087
id_555,id_1712
id_555,id_1884
id_6423,id_6604
id_1690,id_6252
id_1690,id_6430
id_1083,id_1103
id_1083,id_1423
id_2012,id_4786
id_3476,id_3630
id_3476,id_4069
id_3476,id_3563
id_3475,id_4086
id_3475,id_3848
id_3465,id_3580
id_3463,id_3563
id_3463,id_3866
id_3463,id_4408
id_6361,id_6406
id_2017,id_4974
id_2017,id_5213
id_2017,id_5130
id_4921,id_6649
id_4922,id_5080
id_4922,id_4939
id_4922,id_6423
id_3116,id_6649
id_6378,id_6434
id_3477,id_3691
id_3477,id_4408
id_3477,id_3866
id_237,id_1329
id_4516,id_5130
id_486,id_1761
id_486,id_1848
id_484,id_1799
id_484,id_1761
id_484,id_1690
id_4669,id_6649
id_3490,id_3566
id_310,id_5080
id_2151,id_2947
id_2151,id_2716
id_2143,id_2940
id_4663,id_6378
id_4669,id_6377
id_3463,id_6350
id_486,id_1706
id_6412,id_6665
id_3116,id_6423
id_1690,id_6399
id_733,id_3484
id_733,id_3383
id_3530,id_4466
id_3530,id_3851
id_484,id_1848
id_858,id_1476
id_858,id_930
id_716,id_4939
id_486,id_1181
id_1872,id_6209
id_484,id_1205
id_484,id_1313
id_702,id_5030
id_1884,id_3563
id_3477,id_3563
id_3563,id_4417
id_3563,id_4391
id_3563,id_4149
id_3563,id_3851
id_1884,id_3630
id_3530,id_4391
id_480,id_1706
id_3563,id_4306
id_3530,id_4417
id_3475,id_6292
id_3475,id_6209
id_3563,id_3866
id_3563,id_3610
id_3563,id_3876
id_251,id_6292
id_3097,id_6649
id_2089,id_2281
id_2087,id_2969
id_2087,id_2267
id_3563,id_4466
id_3563,id_4075
id_448,id_1684
id_1894,id_3267
id_1894,id_3201
id_1894,id_3301
id_1894,id_3281
id_1690,id_6649
id_5161,id_6434
id_1128,id_1370
id_3563,id_3688
id_3563,id_3881
id_3563,id_4129
id_4939,id_6573
id_4939,id_6430
id_4939,id_6263
id_3610,id_3866
id_439,id_2061
id_439,id_1780
id_3476,id_6534
id_1899,id_3530
id_1899,id_3563
id_1930,id_4644
id_1930,id_5133
id_4645,id_6423
id_4645,id_6534
id_1126,id_1313
id_310,id_5108
id_4939,id_6514
id_4939,id_4983
id_4939,id_6319
id_4939,id_6399
id_4939,id_6534
id_4939,id_6604
id_4939,id_5197
id_1926,id_4575
id_4925,id_6025
id_1103,id_1181
id_4939,id_5201
id_4939,id_6417
id_4939,id_5019
id_4939,id_5228
id_386,id_2143
id_1780,id_6185
id_1780,id_6361
id_5233,id_6434
id_439,id_5142
id_367,id_1373
id_367,id_1181
id_1901,id_6146
id_5228,id_6423
id_858,id_878
id_1901,id_3078
id_3691,id_4408
id_3691,id_3866
id_3688,id_3866
id_3664,id_3866
id_3640,id_3866
id_3684,id_3869
id_3672,id_4288
id_827,id_1319
id_400,id_6013
id_447,id_5197
id_858,id_1204
id_858,id_1423
id_386,id_1894
id_386,id_1884
id_362,id_1679
id_3713,id_4159
id_3530,id_6263
id_3684,id_4411
id_3684,id_4170
id_3684,id_4373
id_3734,id_4288
id_1899,id_4974
id_1899,id_5213
id_1899,id_4939
id_1899,id_5130
id_3484,id_6649
id_367,id_1706
id_367,id_1848
id_2160,id_6306
id_3530,id_6058
id_3754,id_4300
id_3754,id_4299
id_3754,id_4478
id_4643,id_6649
id_1894,id_4593
id_197,id_6013
id_2022,id_2532
id_2017,id_2947
id_2017,id_2716
id_1999,id_2278
id_4974,id_6319
id_1998,id_3383
id_3563,id_5032
id_3563,id_4921
id_3563,id_4922
id_3563,id_4526
id_3563,id_4983
id_3563,id_5201
id_3563,id_5213
id_3563,id_4645
id_3563,id_4586
id_1884,id_4871
id_1884,id_4669
id_4965,id_5026
id_362,id_1069
id_362,id_1014
id_1899,id_6649
id_367,id_1313
id_1884,id_4791
id_3814,id_4417
id_3563,id_6252
id_3563,id_6254
id_3563,id_6649
id_3563,id_6604
id_3848,id_4176
id_310,id_1558
id_4974,id_5032
id_4974,id_4983
id_4974,id_5228
id_4974,id_5019
id_4635,id_6146
id_3563,id_6514
id_3866,id_4129
id_3866,id_3876
id_3866,id_4069
id_3866,id_4417
id_3863,id_4478
id_3851,id_3866
id_287,id_4561
id_286,id_4788
id_1205,id_1479
id_3563,id_6058
id_3866,id_4075
id_4625,id_6406
id_3876,id_4408
id_3563,id_6573
id_3563,id_6430
id_3563,id_5019
id_3563,id_4897
id_2222,id_6007
id_1869,id_6649
id_1869,id_6423
id_683,id_5142
id_3563,id_4545
id_1869,id_4734
id_1869,id_4939
id_1869,id_5130
id_1869,id_5213
id_251,id_1642
id_2022,id_3453
id_2022,id_3672
id_3869,id_4458
id_3869,id_4255
id_3869,id_4428
id_3866,id_4391
id_3866,id_4306
id_3866,id_4162
id_3866,id_4149
id_3866,id_3889
id_3866,id_4466
id_4974,id_6134
id_4974,id_6252
id_190,id_1373
id_2017,id_6649
id_3563,id_6263
id_3563,id_6399
id_3563,id_6377
id_3563,id_6079
id_4016,id_4122
id_251,id_2119
id_251,id_2160
id_2023,id_3737
id_1188,id_1491
id_1181,id_1204
id_190,id_6254
id_4983,id_5213
id_4980,id_5142
id_4974,id_6079
id_4974,id_6263
id_4974,id_6430
id_4075,id_4451
id_1848,id_5197
id_1848,id_4545
id_4983,id_6649
id_1899,id_2716
id_1894,id_2712
id_3563,id_5130
id_190,id_1782
id_190,id_1894
id_3563,id_4697
id_3563,id_4593
id_3563,id_4669
id_3563,id_4505
id_3563,id_4939
id_3563,id_5197
id_3563,id_5228
id_3563,id_4974
id_754,id_1120
id_1799,id_6254
id_4086,id_4176
id_3610,id_6120
id_3610,id_6649
id_4086,id_4458
id_4086,id_4288
id_4170,id_4255
id_4170,id_4219
id_4170,id_4458
id_4149,id_4408
id_1848,id_5201
id_190,id_2143
id_5019,id_5213
id_178,id_1373
id_178,id_1181
id_178,id_1313
id_2021,id_6021
id_4408,id_4473
id_4980,id_6406
id_1884,id_2626
id_1807,id_4939
id_2061,id_3684
id_2061,id_3342
id_178,id_1848
id_4505,id_5384
id_1829,id_4734
id_1829,id_5130
id_1829,id_4974
id_1829,id_5213
id_4505,id_5449
id_4505,id_5592
id_178,id_1706
id_3617,id_6050
id_3617,id_6049
id_2235,id_6636
id_718,id_1244
id_716,id_1476
id_172,id_1922
id_4516,id_5907
id_3630,id_6254
id_3630,id_6377
id_3630,id_6450
id_4586,id_6423
id_1807,id_4974
id_1807,id_5213
id_716,id_930
id_716,id_1423
id_1807,id_6649
id_2235,id_6408
id_733,id_1479
id_733,id_1123
id_3452,id_4769
id_4526,id_5425
id_3563,id_4687
id_4586,id_6649
id_178,id_6120
id_178,id_6649
id_5133,id_5142
id_5107,id_5159
id_5032,id_5213
id_4516,id_5317
id_2089,id_3383
id_2087,id_3563
id_113,id_2151
id_2103,id_3538
id_2103,id_3490
id_3610,id_5213
id_4526,id_5273
id_4526,id_5691
id_4526,id_5592
id_4545,id_5907
id_4545,id_5273
id_4545,id_5325
id_4545,id_5524
id_4545,id_5317
id_1780,id_4980
id_1780,id_5133
id_1780,id_4625
id_1780,id_4575
id_4545,id_5449
id_74,id_2226
id_74,id_2152
id_3664,id_6649
id_69,id_1712
id_15,id_4533
id_1869,id_2947
id_1848,id_2271
id_3463,id_5029
id_3463,id_4792
id_486,id_4974
id_484,id_4734
id_484,id_4644
id_475,id_4974
id_475,id_4734
id_475,id_4939
id_386,id_1373
id_1848,id_2712
id_1848,id_2631
id_1205,id_1245
id_716,id_1103
id_4549,id_5273
id_4575,id_6346
id_69,id_1706
id_2143,id_3201
id_2143,id_3267
id_2143,id_3301
id_2143,id_3281
id_3010,id_5213
id_3010,id_4974
id_683,id_1479
id_683,id_1123
id_1769,id_5130
id_1769,id_5201
id_1848,id_2483
id_749,id_6262
id_745,id_6013
id_1848,id_2428
id_5013,id_6471
id_1511,id_6126
id_1761,id_5197
id_3684,id_6406
id_3691,id_6120
id_4575,id_5425
id_1765,id_5197
id_2057,id_6668
id_2152,id_6649
id_2152,id_6120
id_3691,id_6649
id_3691,id_6604
id_3691,id_6377
id_2152,id_3563
id_2152,id_3146
id_1761,id_4545
id_1761,id_5201
id_3463,id_5213
id_3463,id_4939
id_1841,id_2835
id_1511,id_6146
id_69,id_5213
id_69,id_4974
id_69,id_5130
id_69,id_4939
id_3664,id_5130
id_3664,id_4974
id_177,id_6327
id_2160,id_3475
id_2160,id_3420
id_3698,id_6293
id_4586,id_5907
id_4586,id_5325
id_4586,id_5524
id_4586,id_5317
id_3664,id_5213
id_55,id_4593
id_3010,id_6649
id_3610,id_4939
id_3712,id_6180
id_1829,id_2947
id_1829,id_2716
id_1807,id_2947
id_1807,id_2716
id_1799,id_2948
id_733,id_6406
id_74,id_4897
id_1829,id_6423
id_502,id_4587
id_496,id_4720
id_394,id_6657
id_486,id_5213
id_4625,id_5888
id_2199,id_3630
id_4625,id_5303
id_1746,id_4791
id_2191,id_3383
id_1782,id_2631
id_1782,id_2716
id_1531,id_6146
id_5026,id_6408
id_1542,id_6649
id_1712,id_5213
id_1712,id_4939
id_4645,id_5592
id_2199,id_3563
id_4643,id_5325
id_1741,id_4921
id_4643,id_5907
id_4643,id_5317
id_4643,id_5524
id_5019,id_6063
id_5019,id_6649
id_245,id_4669
id_245,id_4871
id_1313,id_1476
id_2247,id_6292
id_2247,id_6649
id_2226,id_3146
id_4545,id_6649
id_4545,id_6120
id_3047,id_4711
id_1706,id_5032
id_1706,id_4897
id_4644,id_5326
id_3734,id_4561
id_1706,id_4516
id_1706,id_4669
id_1706,id_4687
id_4645,id_5392
id_3184,id_5213
id_2247,id_3530
id_1706,id_4545
id_94,id_1023
id_2151,id_6649
id_2061,id_6361
id_2061,id_6185
id_2061,id_6306
id_1765,id_2271
id_5032,id_6649
id_1761,id_2631
id_74,id_4545
id_691,id_6251
id_1761,id_2483
id_1761,id_2428
id_4669,id_5449
id_4669,id_5907
id_1706,id_5228
id_1706,id_5019
id_5945,id_5976
id_5907,id_5927
id_5907,id_5942
id_5907,id_5999
id_5850,id_5907
id_3057,id_5213
id_3057,id_4939
id_4669,id_5325
id_245,id_4791
id_683,id_6406
id_1545,id_6423
id_1545,id_6534
id_1761,id_2712
id_1761,id_2271
id_1513,id_2626
id_1642,id_6306
id_642,id_920
id_1829,id_6649
id_4669,id_5317
id_4669,id_5524
id_4687,id_5524
id_4687,id_5325
id_5610,id_5691
id_3184,id_4791
id_3184,id_4939
id_3184,id_5029
id_3184,id_4792
id_4687,id_5273
id_4687,id_5907
id_4687,id_5449
id_1741,id_2428
id_4526,id_6423
id_5728,id_5815
id_5704,id_5728
id_5698,id_5907
id_1690,id_4939
id_1690,id_4897
id_1690,id_4545
id_1690,id_4921
id_1690,id_5019
id_4687,id_5317
id_1690,id_4974
id_1690,id_5228
id_1690,id_5213
id_1690,id_5201
id_1690,id_4505
id_1690,id_4669
id_1690,id_5197
id_1679,id_5108
id_3484,id_4644
id_3484,id_4974
id_157,id_4575
id_1881,id_6270
id_4718,id_5449
id_5592,id_5850
id_5592,id_5942
id_327,id_6423
id_2226,id_6292
id_5610,id_5728
id_5449,id_5927
id_588,id_1313
id_5525,id_5600
id_3476,id_4669
id_1712,id_2626
id_743,id_4939
id_5524,id_5697
id_5524,id_5927
id_5524,id_5698
id_5524,id_5815
id_5524,id_5942
id_5524,id_5999
id_4734,id_5445
id_4734,id_5850
id_5449,id_5576
id_5449,id_5697
id_1706,id_2314
id_5392,id_5940
id_5388,id_5871
id_5449,id_5815
id_5449,id_5942
id_5449,id_5999
id_5445,id_5524
id_4734,id_5927
id_4734,id_5698
id_5445,id_5907
id_5445,id_5449
id_5444,id_5524
id_5444,id_5449
id_5425,id_5609
id_5422,id_5777
id_5422,id_5835
id_5397,id_5848
id_1542,id_2716
id_1542,id_2947
id_1706,id_2551
id_1706,id_2267
id_1706,id_2418
id_5326,id_5525
id_74,id_938
id_1848,id_6573
id_1848,id_6254
id_1848,id_6377
id_1848,id_6252
id_1848,id_6319
id_555,id_4526
id_3063,id_5071
id_5325,id_5698
id_5325,id_5326
id_74,id_997
id_5326,id_5425
id_5326,id_5907
id_1706,id_2969
id_1706,id_2796
id_5070,id_6270
id_3146,id_4545
id_5318,id_5728
id_4505,id_6534
id_1642,id_4891
id_4791,id_5541
id_5317,id_5445
id_5317,id_5942
id_5303,id_5704
id_5325,id_5999
id_5325,id_5942
id_5325,id_5445
id_5325,id_5850
id_5325,id_5927
id_4867,id_5273
id_174,id_4976
id_170,id_4640
id_1884,id_6007
id_5273,id_5384
id_5273,id_5444
id_5273,id_5888
id_5273,id_5927
id_5273,id_5697
id_4505,id_6417
id_3146,id_4897
id_5317,id_5999
id_5317,id_5698
id_5317,id_5326
id_5317,id_5697
id_5317,id_5850
id_5317,id_5927
id_5317,id_5444
id_5317,id_5815
id_4897,id_5907
id_4897,id_5273
id_5303,id_5610
id_1630,id_5215
id_1630,id_4864
id_5273,id_5999
id_5273,id_5942
id_1848,id_6514
id_4891,id_5728
id_5268,id_5273
id_4897,id_5524
id_4897,id_5317
id_4897,id_5449
id_178,id_4974
id_177,id_5002
id_1542,id_2457
id_1596,id_4939
id_1596,id_4974
id_4897,id_5325
id_4921,id_5273
id_367,id_6649
id_367,id_6120
id_555,id_5017
id_555,id_5130
id_555,id_5201
id_573,id_880
id_573,id_1069
id_190,id_5018
id_1690,id_2712
id_1690,id_2716
id_1690,id_2947
id_1677,id_2675
id_5213,id_5592
id_5228,id_5317
id_5228,id_5325
id_5228,id_5592
id_5228,id_5449
id_5228,id_5907
id_1596,id_5213
id_4922,id_5525
id_4921,id_5449
id_4921,id_5907
id_4917,id_5652
id_4915,id_5362
id_5220,id_5888
id_439,id_1123
id_588,id_6377
id_3477,id_4939
id_1642,id_2730
id_4939,id_5850
id_5213,id_5384
id_5213,id_5942
id_5213,id_5999
id_5213,id_5888
id_4921,id_5317
id_4921,id_5325
id_4921,id_5524
id_4922,id_5273
id_5213,id_5444
id_5213,id_5927
id_5213,id_5850
id_5213,id_5697
id_178,id_5213
id_178,id_4939
id_4939,id_5576
id_4939,id_5888
id_4939,id_5444
id_5201,id_5425
id_5201,id_5609
id_5201,id_5592
id_5201,id_5273
id_5201,id_5691
id_4939,id_5999
id_4939,id_5902
id_1568,id_5213
id_1596,id_6649
id_74,id_6252
id_69,id_6649
id_4939,id_5384
id_4939,id_5942
id_4939,id_5445
id_4939,id_5592
id_4939,id_5927
id_4939,id_5697
id_1558,id_4922
id_5197,id_5273
id_2089,id_6209
id_2089,id_6292
id_588,id_6573
id_1596,id_2716
id_1596,id_2947
id_5177,id_5425
id_5130,id_6604
id_5130,id_6252
id_1558,id_2428
id_5133,id_6406
id_5133,id_5888
id_5133,id_5303
id_4974,id_5815
id_4974,id_5445
id_4974,id_5444
id_4961,id_5570
id_5130,id_5888
id_5130,id_5942
id_5130,id_5592
id_5108,id_5273
id_4974,id_5698
id_3097,id_4939
id_1545,id_4734
id_1545,id_4669
id_3097,id_5213
id_3097,id_4974
id_4974,id_5326
id_4974,id_5999
id_4974,id_5942
id_4983,id_5317
id_4983,id_5325
id_4983,id_5524
id_4983,id_5273
id_4974,id_5609
id_4974,id_5697
id_4974,id_5927
id_4980,id_5303
id_4980,id_5888
id_555,id_6582
id_555,id_6604
id_555,id_6534
id_555,id_6450
id_555,id_6573
id_5032,id_5273
id_5032,id_5524
id_5032,id_5317
id_587,id_4645
id_4983,id_5449
id_4983,id_5907
id_5032,id_5325
id_5032,id_5907
id_5032,id_5449
id_1545,id_2626
id_1545,id_2253
id_5142,id_6361
id_5142,id_6185
id_2226,id_6120
id_3116,id_5130
id_3116,id_4734
id_3116,id_5213
id_3688,id_5213
id_587,id_5197
id_573,id_4922
